NewsId,Comment,Sen,Con,lat,long
1,"Pakistan is a ridiculous news and a seater entertainment for visitors. My head became hot when I heard the name of this oppressed nation. Seeing the language of Pakistan in the comments, it is understood that they are still busy and busy to educate the Bengalis and how unpleasant also. But it is not possible because one Zia and Bangabandhu are in the house from every Bengali house. Alhamdulillah Joy Bangla.",neg,1,22.91569624,91.96559466
1,"Nadim, who visited India for the Pakistan team in 1999, has been astonishing to Rahul Dravid. After the coach of the Indian Under-19 team, he went to the dressing room in Pakistan to comfort everyone. The courtesy of Nadim Adult Dravid, 'The whole thing is new to prove how big Rahul Rahul Dravid.'",neg,0,22.05942914,91.95418417
1,"Kangloo's deceased father, Dafaika lost ... .. Kangloo is not crying, lungi and crying ...

And as much as the ballad news ... how is this the Bengali media ??",neg,1,23.06777751,91.0486055
1,South Africa beat South Africa by 119 runs on 8 May Why such a shocking news is Protham Alo,neg,1,25.76761479,91.01993916
1,Pakistan means entertainment.,neg,1,23.17077462,91.75610929
1,"When the lion attacked, his cubs became scared.",neg,1,22.50228323,89.8764298
1,"Yes,
Admission urine gave crŠches
The result was to slip down the snack",neg,1,23.09913264,89.85302753
1,"Haha ha
Bocachoa Nepaki Fakistani",neg,1,25.06881095,90.82512237
1,Where is the news of India and Africa?,neg,1,22.60943011,91.08730781
1,Subscribe to the cricket post and all match scores (Y) Stay active on the 24-hour news page. ? ? All types of sports news (Y) like 24 hour sports news (Y) page ? ? ? ?,neg,1,24.33981432,89.01965303
1,I can't stop laughing...??????,neg,1,25.83716543,89.22560128
1,Really Rahul dravid is real legend. Sazzad Ul Islam,pos,1,22.88508566,90.59679805
1,"Seeing this news, itching of Farakka germs of this country will increase",neg,1,22.7049123,90.59383194
1,"The poisonous children who abused the Pakistani,,,, fourteenth of theirs, and the rajakare chu ,,,,,? F ** k kangali",neg,1,22.66177115,91.85989473
1,"Those who play with India, they are the ones who are cast magic. India is the magic of the game.",pos,1,22.19393773,89.26200633
1,No one will laugh at !!! ??????????,neg,1,24.78013746,90.36684959
2,"The caption of the post is not like that of his wife, with the wife of someone else ""Geeeeeeiar night"" Eresh went to his house !!! Hierarchy",neg,1,23.38843854,89.07332263
2,Good luck New life is beautiful The news of the separation was not heard again. Hahaha,pos,1,23.85230794,90.26360059
2,Their marriage does not survive like a maid in China Mall. So there is nothing to be so frustrated.,neg,1,23.3191338,89.7694868
